"Y","A","L","S","C"
7.32747741538066,1,0.407034259389767,1,0
1.91700783393789,0,0.492505019245782,1,0
NA,NA,0.0546325790523077,0,0
3.20613692239482,1,-0.708674076161911,1,0
3.40815270189887,0,-0.0582707524435477,1,0
-1.34772806019966,0,-0.963421822237506,1,0
NA,1,0.0933932966058741,1,1
NA,NA,-0.347901133459108,0,0
2.9493975682119,0,-0.118334438145549,1,0
NA,NA,-1.09909095717492,0,0
NA,NA,-0.283076412422231,0,0
NA,NA,-1.08973467284561,0,0
NA,NA,-0.405665544099862,0,0
NA,NA,0.526907259597763,0,0
NA,1,0.240419981775496,1,1
NA,NA,0.898362457249367,0,0
7.11054240589997,1,0.487968126935476,1,0
0.656771949684933,0,0.111991365197539,1,0
NA,0,0.998313347136219,1,1
6.67582857214912,1,1.19171680875342,1,0
NA,NA,-1.39938756712371,0,0
8.15660860449582,1,0.892147736646772,1,0
NA,NA,0.777958970340806,0,0
NA,NA,0.94191451634695,0,0
NA,NA,-0.908802712301102,0,0
9.65658027823228,1,2.40893084447621,1,0
NA,NA,-2.59425017430808,0,0
NA,NA,0.00686303751409395,0,0
NA,NA,0.118106668928336,0,0
NA,NA,-0.14969732641009,0,0
NA,NA,0.747873287863168,0,0
NA,NA,0.12403480689883,0,0
NA,NA,-0.778054747212651,0,0
5.50694511744755,0,1.41003330549222,1,0
NA,0,-0.293911808229858,1,1
3.99041552835452,0,0.610678645005375,1,0
NA,0,-0.666510079863262,1,1
NA,NA,-1.0598828782705,0,0
NA,NA,-0.605838699162315,0,0
NA,NA,-1.05684142085412,0,0
NA,0,0.533106472674961,1,1
NA,NA,-1.55209261464742,0,0
NA,NA,-0.978489465308578,0,0
NA,1,0.0272183551599775,1,1
NA,NA,-1.71557231699709,0,0
NA,NA,-0.504888026492709,0,0
NA,NA,-0.304922680917571,0,0
10.1269279497909,1,1.34607823542665,1,0
NA,NA,-0.257536690796696,0,0
NA,NA,-0.523287300658334,0,0
NA,1,-0.663217798972631,1,1
NA,NA,0.447221039692659,0,0
NA,NA,-0.319450981926009,0,0
NA,NA,-0.543778849936917,0,0
4.29467231301975,1,-0.279673442488512,1,0
NA,NA,1.06523260036693,0,0
NA,1,1.56782874914562,1,1
NA,NA,-0.643112078958536,0,0
NA,NA,0.0205217485106878,0,0
NA,NA,-0.324184458375485,0,0
NA,1,1.85739602217537,1,1
NA,NA,0.590763995069064,0,0
NA,NA,-1.7806267173964,0,0
NA,NA,-0.434108699575314,0,0
NA,NA,-2.29274971170602,0,0
4.45063772040775,1,-0.0929652384515409,1,0
6.20979740909695,1,0.70396445332971,1,0
NA,NA,-0.894489621256767,0,0
NA,NA,-1.28250679207462,0,0
3.86409153361963,0,1.25578417415048,1,0
NA,NA,-0.964629979588376,0,0
8.83260859319136,1,0.907783881064091,1,0
6.82936617483955,1,0.214073613669174,1,0
NA,0,0.881023122748974,1,1
3.3503209077532,0,1.00254499828277,1,0
NA,1,1.13991050456775,1,1
7.85602018196526,1,1.23603585230776,1,0
NA,NA,0.295401510142675,0,0
NA,NA,0.171761023605458,0,0
NA,NA,-0.955389282695439,0,0
1.9736657322732,1,-1.21040912105673,1,0
NA,NA,-0.601382997836582,0,0
NA,NA,-0.135816136579885,0,0
NA,NA,-0.98727278492051,0,0
6.51124423300691,1,0.831925014618267,1,0
NA,NA,-0.795059516415481,0,0
NA,NA,0.340464612015827,0,0
NA,NA,0.870429820346915,0,0
NA,NA,-1.18216100524638,0,0
4.53201897279094,0,1.02289397573496,1,0
NA,NA,-2.10843457624333,0,0
2.27220541684288,0,0.229762637699325,1,0
NA,1,1.51171079155376,1,1
NA,0,0.555437989150677,1,1
2.88439356287217,0,0.914878801249372,1,0
NA,NA,-0.553396624279516,0,0
NA,NA,0.298376089510017,0,0
6.28503401250824,1,1.10637953965214,1,0
NA,NA,-1.32914958483242,0,0
8.08108142330444,1,1.00169412888602,1,0
NA,NA,-1.40930387375741,0,0
NA,NA,-0.498781024681268,0,0
13.341680577929,1,2.62275685248845,1,0
NA,NA,0.510665566028528,0,0
NA,NA,-0.0908431942191987,0,0
NA,1,0.978765679210879,1,1
NA,NA,-0.243808656888315,0,0
NA,NA,0.621808959213633,0,0
0.9111046988008,0,-0.344595219846323,1,0
NA,NA,-2.35522454584149,0,0
NA,1,0.472387633353643,1,1
4.40937007311694,1,-0.511480194786914,1,0
NA,NA,-0.573602199756116,0,0
NA,0,0.00379720372860315,1,1
NA,NA,1.34255092952781,0,0
NA,NA,0.295461511559413,0,0
4.98569673530646,1,0.841786943605435,1,0
NA,NA,0.62906429822047,0,0
NA,NA,0.101598399463067,0,0
2.84651846147763,0,0.671120874661012,1,0
NA,0,-0.138316374561719,1,1
NA,NA,-1.24931225315241,0,0
NA,NA,0.347635244215357,0,0
NA,NA,-2.27781365917161,0,0
NA,NA,-0.986209181193632,0,0
NA,NA,-0.0595413435522069,0,0
NA,NA,-0.160759490474124,0,0
NA,NA,-0.420361520340292,0,0
NA,NA,0.988591016328615,0,0
NA,NA,-1.06961379110863,0,0
NA,NA,-2.61364346701511,0,0
NA,1,0.780451897662152,1,1
NA,NA,0.0451050735540702,0,0
NA,NA,-0.108489158897566,0,0
NA,NA,-0.391224310070966,0,0
NA,NA,-1.6869995043286,0,0
NA,NA,-0.95270445515168,0,0
7.80417021659564,1,0.507414112103395,1,0
NA,NA,0.0188160990067223,0,0
NA,NA,-1.41891037358562,0,0
NA,NA,0.598171931352236,0,0
NA,NA,0.786379621743228,0,0
NA,NA,-0.134633045902237,0,0
NA,NA,-0.016386517615323,0,0
8.7911011607485,1,1.40914040823509,1,0
NA,NA,0.394838698802266,0,0
4.27630145447452,0,1.21987512807247,1,0
NA,NA,-0.0450772128729762,0,0
NA,NA,1.47948784483878,0,0
NA,NA,-0.0756837866923921,0,0
3.22251281396824,0,0.917748457199555,1,0
NA,NA,-0.344778713742413,0,0
NA,NA,-1.07700265605392,0,0
3.10613438361694,0,1.00160472735829,1,0
11.2155709828667,1,2.29600404077134,1,0
1.03747722803336,0,-0.325878115450014,1,0
NA,NA,1.46885612852932,0,0
NA,NA,-0.236908933173859,0,0
7.90039478043566,1,0.923493117890428,1,0
NA,NA,-0.989191806701409,0,0
NA,NA,0.275646278286709,0,0
NA,NA,-0.763661093561037,0,0
-0.363328349215692,1,-1.35211198419997,1,0
NA,NA,0.655024410228004,0,0
NA,1,1.60964676035496,1,1
NA,NA,-0.788506965877911,0,0
2.23079704877619,0,-0.883876112525995,1,0
NA,NA,-1.07251461179358,0,0
NA,NA,-0.458140981447841,0,0
NA,NA,0.665647015578227,0,0
6.02750302483099,1,0.712228212418725,1,0
6.76442433167553,1,0.442954227499162,1,0
NA,NA,0.759587312059179,0,0
NA,NA,-0.468877666019124,0,0
NA,NA,-0.172709977883837,0,0
NA,NA,0.682049899385807,0,0
6.70533510410445,1,-0.281577328241543,1,0
NA,NA,-0.961622573931821,0,0
NA,NA,-1.37765014473256,0,0
NA,1,2.69758663663836,1,1
NA,NA,-1.69971505556293,0,0
NA,1,0.0293166527942015,1,1
11.4398580826682,1,1.93431433615124,1,0
6.94968902104962,1,0.837510875177963,1,0
NA,NA,-0.185346331084667,0,0
NA,NA,0.533329177764386,0,0
NA,NA,1.78495624201476,0,0
NA,NA,0.189627819830131,0,0
NA,NA,-0.5690875121866,0,0
NA,NA,1.45189294457212,0,0
NA,0,1.86899345256532,1,1
NA,NA,-0.984554893737541,0,0
NA,0,0.718756763904366,1,1
NA,0,0.129347296958262,1,1
3.49879926322844,0,0.701641308893363,1,0
1.6643751847317,0,0.526697831887448,1,0
NA,NA,-0.0205130989546023,0,0
NA,NA,0.438251047306971,0,0
NA,NA,-1.21052856570154,0,0
NA,NA,-1.4044199438289,0,0
4.10208501661336,0,0.720749157209312,1,0
NA,NA,0.0860355032767252,0,0
NA,NA,-0.13161704140846,0,0
NA,0,-1.67605197893984,1,1
NA,NA,-0.569497990768114,0,0
6.88505984494164,1,0.192205150896545,1,0
NA,NA,-0.486322920752822,0,0
NA,NA,0.0812840129938752,0,0
NA,1,0.384897246784297,1,1
NA,NA,-0.137501971038181,0,0
NA,1,0.427593109239094,1,1
1.51890519783022,0,-0.243064448539363,1,0
3.27075772908584,1,-0.318352827853891,1,0
NA,NA,-0.254106393508011,0,0
NA,NA,0.638887430163065,0,0
NA,1,0.821065383166085,1,1
9.86112391882893,1,2.33547908658196,1,0
NA,NA,-0.983307557611062,0,0
NA,NA,-0.707457440006258,0,0
NA,NA,0.644149101349918,0,0
NA,1,1.63766532994621,1,1
NA,NA,1.22664817466431,0,0
NA,NA,-0.467705618330812,0,0
NA,NA,-0.678231063737989,0,0
NA,NA,1.69640227133044,0,0
10.548773354146,1,1.54284685008907,1,0
6.70323946165139,1,0.214527592060943,1,0
NA,1,1.70068829575232,1,1
NA,NA,-0.00798682964789259,0,0
NA,NA,-0.817900364802769,0,0
NA,NA,-0.0506101702835437,0,0
NA,NA,0.0799210865490335,0,0
NA,NA,-1.55957109789405,0,0
NA,NA,-0.171497956746292,0,0
1.74830151001906,0,-0.418607092832335,1,0
5.82650889457416,1,0.491286818033161,1,0
NA,NA,-0.53122843123103,0,0
NA,NA,0.482220117734896,0,0
NA,NA,0.536291040049325,0,0
5.6027266530776,1,-0.279324207858902,1,0
NA,NA,-0.0435072647005839,0,0
NA,NA,2.38151529195951,0,0
NA,0,1.54803111335561,1,1
10.4206890774655,1,1.55476199852898,1,0
3.89139141478463,1,0.058111230113913,1,0
3.91526410991884,1,-0.839778915527164,1,0
NA,1,0.571123448655482,1,1
NA,NA,0.0660477825630555,0,0
NA,1,3.58465949292999,1,1
NA,NA,-1.93189555365127,0,0
NA,0,-0.202832504245977,1,1
NA,NA,1.48371520427311,0,0
NA,NA,-2.09851640016451,0,0
NA,0,-0.25964866605676,1,1
3.21376377106144,0,0.334067935887184,1,0
NA,NA,-0.21963759163322,0,0
NA,NA,-0.931771803289107,0,0
NA,NA,-0.122240218296576,0,0
NA,0,1.33852842346176,1,1
NA,NA,-1.34833119004437,0,0
NA,NA,1.41483572450998,0,0
7.63315427691104,1,0.914048945514682,1,0
NA,NA,-1.23668791849331,0,0
0.746638227187315,1,-1.50076035467463,1,0
NA,NA,0.0345386838965327,0,0
5.59350751021754,1,0.286299645402692,1,0
6.4101935689948,1,1.18620809384561,1,0
2.09120754220148,0,-0.037549371842548,1,0
NA,NA,0.420371593973559,0,0
NA,NA,1.28924648234277,0,0
NA,NA,1.17068918509962,0,0
NA,1,0.826093654084712,1,1
NA,NA,0.323917065090484,0,0
2.40772542564922,0,0.380950411454549,1,0
NA,1,1.20261958279329,1,1
NA,NA,1.10220575073214,0,0
2.58909302283424,0,-0.0615149399791465,1,0
3.62037411042845,0,0.364589913995779,1,0
11.8620010710724,1,1.69255229998577,1,0
6.38569995858647,1,1.47136701247198,1,0
NA,NA,-0.977247661344119,0,0
8.73852314103415,1,1.44820167458194,1,0
NA,0,-0.0858556605918652,1,1
NA,NA,-1.57376980165346,0,0
9.81303300119008,1,1.29247615946669,1,0
NA,NA,0.0844677555677161,0,0
2.93183619132409,0,0.967045996480089,1,0
NA,NA,1.93911299421702,0,0
5.87400375064037,1,1.07987263816564,1,0
NA,NA,-0.353593526833153,0,0
NA,NA,-0.134923124718565,0,0
NA,NA,-0.987132433307501,0,0
NA,NA,-0.821708146060393,0,0
2.65185275965894,0,0.489530922514731,1,0
0.423373008601201,0,-0.299277458909478,1,0
5.89510843190113,1,0.658254898574355,1,0
7.18659030364355,1,0.832409549670791,1,0
NA,NA,0.363463261222694,0,0
NA,NA,-0.398645658616952,0,0
0.685952607454684,0,-1.4979299895057,1,0
1.92638307419168,0,0.114628175272466,1,0
NA,NA,-1.03781661733663,0,0
NA,0,0.645978871261567,1,1
NA,NA,0.772845400058577,0,0
NA,NA,0.316014158120416,0,0
NA,NA,-1.03811282479823,0,0
NA,NA,-0.755137290088853,0,0
4.90187916012909,1,-0.491504309692582,1,0
NA,NA,0.147225745107845,0,0
NA,0,2.35650304328533,1,1
NA,NA,-0.920668767105905,0,0
NA,NA,-2.15684778320885,0,0
NA,NA,-0.120400049561303,0,0
NA,NA,-0.839244329563709,0,0
NA,NA,-2.17243990871478,0,0
NA,NA,-0.874307976154287,0,0
3.71504683023439,1,-0.373579348902497,1,0
NA,NA,-1.10219771209642,0,0
NA,1,0.715659860663444,1,1
NA,NA,0.907640305684175,0,0
5.1095200882546,1,-0.324805133785133,1,0
NA,NA,-1.48158593228175,0,0
NA,1,0.594171138863542,1,1
NA,NA,-0.854874687119544,0,0
NA,NA,-0.829917536632547,0,0
1.62307763260766,0,0.149106814964156,1,0
NA,NA,-0.976146041384047,0,0
NA,NA,-0.294684407656388,0,0
4.80517924865113,1,-0.770974915815347,1,0
NA,NA,0.392283707078743,0,0
NA,NA,-0.846305904884495,0,0
NA,NA,-0.843759930930453,0,0
-1.06170129551969,0,-0.961888444288268,1,0
NA,NA,0.0110496533565447,0,0
8.32024820354295,1,1.21494896542184,1,0
NA,0,-0.888878515738284,1,1
NA,NA,0.218101261446603,0,0
NA,NA,-0.656116999607038,0,0
NA,NA,-1.08851584728066,0,0
4.26432703165298,0,1.0911308981077,1,0
NA,1,-0.569227321657799,1,1
4.7840243138273,0,1.6208101305906,1,0
NA,NA,-0.686988445583741,0,0
NA,0,0.656996703568632,1,1
NA,NA,1.1106922152347,0,0
11.635440858086,1,2.14072073006633,1,0
NA,NA,-0.830971809132396,0,0
NA,1,0.0764058561981353,1,1
7.00790235783051,1,0.935824446199053,1,0
NA,1,-0.50166670286481,1,1
NA,0,0.59485346385118,1,1
NA,NA,-0.430651169136371,0,0
NA,NA,-1.13333905267279,0,0
NA,NA,-2.23717155976963,0,0
NA,NA,0.514639572443142,0,0
NA,NA,-0.341907115162922,0,0
NA,1,1.71787742881929,1,1
NA,NA,-1.11637790865796,0,0
NA,NA,-0.488479619162847,0,0
NA,NA,0.807332293407758,0,0
NA,NA,-0.261008741670786,0,0
NA,NA,0.488059917826579,0,0
NA,1,1.35278382096951,1,1
NA,1,2.17681559130925,1,1
NA,NA,0.051387111206838,0,0
NA,NA,-0.838095445235414,0,0
NA,NA,-1.08461500930842,0,0
NA,NA,-0.546532769073342,0,0
1.48805362465408,0,-0.426509704704706,1,0
1.65950743379779,1,-1.21099755539979,1,0
2.61682976666413,0,0.597792997779026,1,0
NA,1,1.42389578908393,1,1
NA,NA,-0.443298625558346,0,0
NA,NA,-1.04033346567429,0,0
NA,NA,-1.27389707840725,0,0
1.23321204240717,0,0.770151612011796,1,0
NA,0,0.031522621976529,1,1
NA,NA,-1.90485475143827,0,0
NA,NA,-0.123755177145571,0,0
NA,NA,0.000328377213438334,0,0
NA,NA,-0.843778344728857,0,0
NA,NA,-1.22133337042893,0,0
NA,NA,-0.452985993615507,0,0
NA,NA,-0.702319931281127,0,0
NA,NA,-0.674380385485126,0,0
NA,NA,-2.30302319048591,0,0
NA,NA,-0.149332904782873,0,0
NA,NA,0.948689589970129,0,0
NA,NA,1.15636246052357,0,0
11.2311883592002,1,2.07435248589762,1,0
NA,NA,0.265289970321459,0,0
NA,NA,-1.05200382914047,0,0
NA,0,0.50234223621863,1,1
NA,NA,1.09984502312187,0,0
11.339857072724,1,1.88650483041417,1,0
6.17590386927741,1,0.811253500689395,1,0
NA,NA,1.41824380879396,0,0
5.20019391423774,1,0.439169901702954,1,0
NA,NA,-1.2775016086011,0,0
NA,NA,-0.861373205211443,0,0
9.67742642553495,1,1.88698587497109,1,0
NA,NA,0.704087313182904,0,0
NA,NA,-0.667720525332029,0,0
NA,NA,-0.705714342057153,0,0
NA,NA,-0.920718579914376,0,0
NA,NA,0.148473291996029,0,0
NA,NA,-0.250017361132774,0,0
NA,NA,-0.941768954111299,0,0
8.01396571748703,1,1.21419901863892,1,0
NA,NA,0.018566433000226,0,0
NA,NA,0.757831699457548,0,0
NA,NA,-0.380062699996006,0,0
NA,NA,0.174948713347219,0,0
NA,NA,1.03352330902476,0,0
NA,NA,0.67572399543247,0,0
2.9053346830678,0,0.94128124291257,1,0
NA,NA,-1.82663007251395,0,0
NA,NA,0.177204381296563,0,0
NA,NA,-0.191807861947269,0,0
NA,NA,-0.650198710009829,0,0
NA,NA,-0.560696341260001,0,0
NA,NA,1.67576579329994,0,0
NA,NA,0.430534600439241,0,0
NA,NA,-0.144606620357246,0,0
7.00221462604043,1,0.939025712144101,1,0
NA,NA,-0.545496749523291,0,0
NA,NA,0.138850363215646,0,0
NA,NA,1.44686231335255,0,0
3.95248692734802,1,-0.332628086150536,1,0
3.00669644540309,1,-0.799156272263214,1,0
NA,NA,-0.548292745132407,0,0
2.70246550945148,1,-1.05079620451942,1,0
5.38737467772904,1,0.252662491033329,1,0
NA,NA,0.327861853995298,0,0
NA,NA,0.855672400490503,0,0
9.7794945365369,1,1.80176227162749,1,0
9.58619567729778,1,1.40524081174873,1,0
NA,NA,-1.25079179413567,0,0
NA,1,1.99910885447275,1,1
NA,NA,0.139278487592147,0,0
NA,NA,-0.386669103439724,0,0
9.67249548214225,1,1.85563569044348,1,0
7.31202793208722,1,0.42885538447628,1,0
NA,NA,1.73079013958977,0,0
NA,NA,-0.0435236741393199,0,0
NA,NA,-0.73108580813751,0,0
NA,NA,-1.96596407622063,0,0
6.43844083620894,1,1.12686531518852,1,0
4.41273865541048,1,-0.888084388434115,1,0
NA,1,0.871359260391993,1,1
NA,NA,0.119893566616341,0,0
NA,NA,0.472434944803404,0,0
7.76331399876672,1,1.26663990982006,1,0
1.10235838890769,0,-0.485316378946902,1,0
NA,NA,-0.461533586184343,0,0
NA,NA,-0.231758337278765,0,0
NA,NA,1.06035377243819,0,0
NA,NA,-0.474785704501272,0,0
NA,NA,-0.175510280957715,0,0
NA,NA,0.796324499089145,0,0
NA,NA,0.77874531585307,0,0
NA,NA,0.796802566246094,0,0
NA,NA,0.0490515728363375,0,0
3.17484027810368,0,0.762612934834823,1,0
NA,NA,0.285993069636396,0,0
NA,NA,-0.632815038152827,0,0
3.26950566796539,0,1.8043844808011,1,0
NA,NA,-1.86301097301425,0,0
NA,1,0.845528381213056,1,1
NA,0,0.341667682894606,1,1
NA,NA,0.0227776061434687,0,0
NA,NA,-0.611399988446644,0,0
5.40609847919669,1,-0.260526772474753,1,0
NA,0,1.80567031464304,1,1
NA,NA,-0.0969992670036506,0,0
NA,NA,-0.384486699785057,0,0
NA,NA,-0.878362142505014,0,0
NA,NA,-0.495578521936919,0,0
NA,NA,-0.0842924535744518,0,0
NA,NA,-1.357722067055,0,0
NA,NA,1.14269781676707,0,0
-0.0299117208537738,0,0.0978270374471885,1,0
NA,NA,1.46502102859676,0,0
NA,NA,0.990435852724288,0,0
2.71255772993482,0,1.41438675072227,1,0
NA,NA,-1.33589776931334,0,0
NA,NA,0.579583638393261,0,0
NA,1,-0.361821214298648,1,1
NA,NA,-0.046852449651786,0,0
NA,NA,-0.599477471411771,0,0
NA,1,0.215104493222833,1,1
2.16697729076691,0,0.0936314854790409,1,0
NA,NA,-2.11983441513135,0,0
1.92349692661264,0,0.852443088824704,1,0
6.63282681901395,1,0.15437457231326,1,0
NA,NA,-0.971861640205415,0,0
0.221311032898436,0,-1.10142783592314,1,0
NA,NA,-0.690244888297098,0,0
NA,NA,-1.58363492221125,0,0
NA,NA,0.137766066513836,0,0
NA,NA,1.50234395496283,0,0
NA,NA,0.192881587148273,0,0
7.026960734487,1,0.527154734523825,1,0
NA,NA,-1.48320629120238,0,0
NA,NA,-1.53920072330941,0,0
NA,1,-0.896432886914323,1,1
3.50667434403765,0,0.721069979748221,1,0
NA,1,-0.884501944686544,1,1
6.64078727276234,1,0.558598525708553,1,0
NA,NA,-0.218737504846289,0,0
NA,NA,0.383623482386597,0,0
NA,NA,-1.03912011024684,0,0
NA,NA,-0.948992248570827,0,0
NA,NA,-0.104160953983452,0,0
NA,NA,-0.208711102723908,0,0
NA,NA,-1.78873019525217,0,0
3.21096383909302,0,0.537084421086505,1,0
NA,NA,-1.94969607009284,0,0
NA,NA,-0.415234461553216,0,0
NA,NA,0.0551296705930179,0,0
NA,NA,-0.701999719088772,0,0
NA,NA,-1.40383903257398,0,0
NA,NA,-0.398823930892521,0,0
3.10377751854949,1,-0.110421799564805,1,0
NA,NA,-0.924078451273399,0,0
NA,NA,-1.35724300041576,0,0
NA,NA,-1.19460448275129,0,0
NA,0,-0.528487779287787,1,1
NA,NA,-0.45262688672095,0,0
NA,NA,1.41948519316134,0,0
NA,NA,-1.28568114451572,0,0
6.95819939569564,1,0.381148939361978,1,0
NA,NA,-0.417468601097774,0,0
4.33619298815336,1,0.092861420787736,1,0
NA,NA,-0.663584535776221,0,0
NA,1,0.802827389507556,1,1
NA,NA,-1.70308264539455,0,0
4.72165729598515,0,0.153907072564843,1,0
3.08512317331651,0,0.0260754999213632,1,0
NA,NA,1.05586337908511,0,0
NA,NA,-0.224467114350504,0,0
NA,0,0.496596389373037,1,1
NA,NA,0.399633954636834,0,0
NA,NA,-0.646912750685488,0,0
NA,NA,-0.0837627647875345,0,0
NA,NA,-0.133621200009519,0,0
NA,NA,1.11960385547419,0,0
0.774721560963513,0,0.239220972582604,1,0
3.35103674235641,0,0.290602215857855,1,0
NA,1,2.34360141841864,1,1
NA,NA,0.4162981123864,0,0
NA,NA,0.362481077869282,0,0
NA,NA,0.531682625476121,0,0
NA,1,1.54804223833981,1,1
NA,NA,0.961488300605771,0,0
2.19412082931742,0,0.338436178606463,1,0
NA,NA,-0.610953004269112,0,0
NA,NA,0.357052050410198,0,0
NA,1,0.141508679877188,1,1
0.33508590634368,0,-1.83629134377865,1,0
NA,NA,-1.54103104639384,0,0
NA,NA,-1.79438286441787,0,0
10.7576895372641,1,1.41451490845874,1,0
NA,NA,0.618337891760976,0,0
NA,NA,-2.35045538719928,0,0
NA,NA,0.467031586094115,0,0
NA,NA,0.0638319381435125,0,0
1.46507182280182,0,-0.256260441820274,1,0
NA,NA,-0.74452203825337,0,0
NA,NA,-1.26902527654423,0,0
NA,NA,0.862628007930791,0,0
0.461189585625495,0,-0.576934671897016,1,0
NA,NA,-0.13226734829003,0,0
NA,1,0.586828100587993,1,1
NA,1,0.535000276997602,1,1
NA,NA,-0.393409936967253,0,0
NA,NA,-0.540609417209361,0,0
NA,1,0.259450915234582,1,1
NA,NA,-1.17827876100886,0,0
NA,NA,0.306138478548671,0,0
5.23418242990634,1,0.173481229120353,1,0
NA,1,0.25057806717021,1,1
NA,NA,-0.277924049161014,0,0
NA,NA,-1.72473573426284,0,0
NA,NA,-2.00670494385569,0,0
NA,NA,-1.29180833046846,0,0
2.08097816002022,0,0.365838228483296,1,0
-0.858882051260779,0,-0.152203253908431,1,0
NA,NA,-0.734094090076209,0,0
NA,NA,-0.781972056981591,0,0
NA,0,0.551567034812709,1,1
NA,NA,-1.61084098443007,0,0
NA,NA,0.748176433090443,0,0
NA,NA,0.449296011237588,0,0
NA,NA,-0.870062520443655,0,0
NA,NA,-0.0977479313579405,0,0
NA,1,0.893100213716266,1,1
9.39730680259108,1,1.35091509526625,1,0
NA,1,1.4889703943085,1,1
NA,NA,0.371067212847268,0,0
NA,NA,-0.214473243512569,0,0
2.96700557748513,0,0.455494589939145,1,0
NA,NA,-0.258111110256068,0,0
NA,NA,-1.00292375210412,0,0
7.87773622503272,1,0.84414348279794,1,0
5.89899890696205,1,0.694658775896635,1,0
NA,1,1.2610037476473,1,1
NA,1,1.66655928933767,1,1
2.33312261913948,0,1.47185793808934,1,0
3.57224957485354,0,0.78931570508443,1,0
NA,NA,-0.0364542711833432,0,0
5.75684808656466,1,-0.091283276642502,1,0
NA,NA,-0.412862939041902,0,0
NA,NA,-0.781061198320081,0,0
3.89671894697453,1,-0.390092785411881,1,0
3.67868491018195,0,0.613837622009258,1,0
NA,NA,0.384677020333242,0,0
NA,NA,-1.20565664981837,0,0
1.74588886833827,0,1.19785122001404,1,0
NA,NA,1.29114126665685,0,0
NA,NA,1.48307160252052,0,0
NA,NA,-1.22359523581159,0,0
NA,NA,-0.41317463437103,0,0
4.4541061177129,1,-0.409580866212294,1,0
NA,NA,-0.451164718262206,0,0
NA,NA,-0.564698951728143,0,0
NA,NA,-0.560010334496702,0,0
NA,NA,-0.970558066992204,0,0
NA,NA,-0.56282354617343,0,0
NA,1,-0.332036443298219,1,1
NA,NA,0.193650109749296,0,0
NA,NA,0.605642856272221,0,0
NA,NA,0.957873599425007,0,0
NA,NA,-0.800818438984397,0,0
0.821021056420428,0,0.0425486556052422,1,0
9.8115168253885,1,2.33570086201341,1,0
NA,NA,-0.461867455821985,0,0
7.51507471558432,1,0.740429906040657,1,0
NA,NA,-0.698344660682268,0,0
7.59742132334227,1,1.06536890145562,1,0
8.05549987019682,1,0.545516821338762,1,0
NA,NA,-0.918209320243205,0,0
NA,NA,1.02519134367607,0,0
NA,0,1.12573840290613,1,1
2.60549145266758,0,0.882800384998406,1,0
NA,NA,-2.76807861085069,0,0
NA,NA,0.143826578856264,0,0
NA,1,1.5198831251518,1,1
NA,NA,-0.171316078021067,0,0
0.181304766236191,0,-0.65814499931795,1,0
NA,0,-0.154294602086388,1,1
NA,NA,-2.3830393163367,0,0
0.21937126199418,0,-1.1382970912816,1,0
4.55755228689274,1,-0.0872555328125386,1,0
NA,NA,0.835326720644203,0,0
NA,NA,0.212110868191506,0,0
NA,NA,0.641346301404555,0,0
NA,NA,-1.0321009677859,0,0
4.1526562449147,0,1.4857706537531,1,0
3.18800121978095,0,1.19047624727791,1,0
4.8196018918331,1,0.617226731476435,1,0
NA,1,-0.172938324465871,1,1
NA,NA,0.861580440756975,0,0
NA,NA,-0.620085924544441,0,0
0.181631827898329,0,-0.878213047268405,1,0
-0.874879064899085,0,-2.22859514687621,1,0
3.76016540333764,0,0.193263225267502,1,0
NA,NA,-2.31265671694031,0,0
NA,NA,-0.0243337921357311,0,0
1.05538677445894,0,0.441340589239052,1,0
NA,NA,0.789576753769568,0,0
NA,1,1.02181962668272,1,1
NA,NA,0.615261159537096,0,0
NA,NA,-0.859577856168591,0,0
NA,NA,0.890748976368977,0,0
NA,NA,0.0632747474874033,0,0
NA,NA,-1.86466105555997,0,0
NA,NA,-0.1131368509232,0,0
NA,NA,-1.78338637587516,0,0
NA,NA,-1.05349044072366,0,0
3.16931343787818,1,-0.619354677304664,1,0
3.036488253432,1,-0.586938576519139,1,0
NA,NA,0.926975731943589,0,0
NA,NA,-0.0654058453375009,0,0
NA,NA,-0.937111758775164,0,0
NA,NA,-0.633859433761415,0,0
NA,NA,-0.575224286015068,0,0
NA,NA,0.188221041759335,0,0
NA,NA,0.539655974462932,0,0
1.74268759844298,0,-0.420884069657012,1,0
NA,NA,-0.339466559977085,0,0
NA,NA,0.518080388363255,0,0
NA,NA,-0.869387621013225,0,0
NA,1,-0.160670914154826,1,1
NA,NA,-0.142616786605041,0,0
2.50354885158553,0,-0.765210967844204,1,0
NA,0,-0.659800571317015,1,1
NA,1,-0.307405440413442,1,1
NA,NA,-0.881927450206018,0,0
NA,NA,-0.0953451587484263,0,0
NA,NA,-1.2759693730741,0,0
6.93315723273902,1,0.375584983964806,1,0
NA,NA,-0.469230372596356,0,0
NA,NA,0.79893320361921,0,0
NA,NA,0.426288199258715,0,0
NA,NA,-0.512132013193506,0,0
NA,NA,-0.347515536975732,0,0
NA,NA,0.609392746386973,0,0
6.63348919374604,1,0.735464318036699,1,0
NA,NA,0.476708560673323,0,0
NA,NA,0.328285766781953,0,0
NA,NA,-1.78126747525362,0,0
NA,NA,0.119396421345399,0,0
NA,0,-1.41829537201652,1,1
NA,NA,0.076034377653877,0,0
NA,NA,-0.660833242210851,0,0
3.11917972255021,1,-0.105506046058469,1,0
NA,NA,-1.18008588758692,0,0
